작성일,좋아요 수,본문,해시태그,댓글 목록
young_eun.k | 2025-03-12 | 6,200원👏
@seoha859 @jihun_1u1
lmh820327 | 2025-03-11 | 6200원
toctocsia | 2025-03-11 | 🍔
gaminmam | 2025-03-12 | 6200원
tongsil2da | 2025-03-12 | 6,200원 ❤️ 🤣👍
hojae00a | 2025-03-12 | @eu._lnd
columbiank0 | 2025-03-11 | 6200원
swhx01 | 2025-03-12 | 6200원 @tonarinoju
parkhj8809 | 2025-03-12 | 6200원❤️❤️
itstooearlytogiveup | 2025-03-12 | 6200원! @icandoit_all
kiz0428 | 2025-03-11 | 6200원
loveitloveitoo | 2025-03-11 | 6200원 😍 @baribaristaa
131110_ | 2025-03-11 | #6200원 😍 @bboyami_taste ❤️
mikumany | 2025-03-11 | 6200원❤️
kokoa07186 | 2025-03-11 | 6200원
heajun11 | 2025-03-11 | 아니 언제 이렇게 크셨나요? ㅋㅋㅋ
yarne_da | 2025-03-11 | 6200원입니다
senigasun | 2025-03-11 | 6200원 @audslmaudslm
pppiinkk | 2025-03-11 | 6200원@gusgml_0822
ju_hee1019 | 2025-03-11 | @navy.noh 다해서 6200원
mumu02172020 | 2025-03-11 | 3빠
gjh000112 | 2025-03-11 | 6,200원 입니다 (／^^)／
sonhanji6 | 2025-03-11 | 우와 엄청 오랜만에 보는데 엄청 많이 컸네요
snrk_wkd9 | 2025-03-11 | 6200원이용!
l.o.n_s | 2025-03-11 | 6200원!! 2200 버거 나오고 바로 먹어봤는데 맛있어요!
m1ang_9 | 2025-03-11 | 6200원
ibin148 | 2025-03-12 | 아 ㅋㅋ 커피을 못드셔서 그냥 넘기는거 겁나 귀여워.ㅠ
heoseongjin153 | 2025-03-12 | 6200
suhyeonna | 2025-03-13 | 6200원
kanzi_bnd | 2025-03-13 | 6
kanzi_bnd | 2025-03-13 | 6200원!!💓
gksrhdwn | 2025-03-13 | 6,200원🔥❤️
catherine_0504 | 2025-03-13 | 6200원🩷 @minjija1367  @minim_ini7656 @lovely_ji_won2
heeyoungyooo | 2025-03-14 | 6200원❤️
chooselov2 | 2025-03-14 | 6200원 @doredore.247
doredore.247 | 2025-03-14 | 6200원
rookie127127 | 2025-03-14 | 6200원
babamba.labamba | 2025-03-14 | 6200원
rinyumyum | 2025-03-14 | 6200원❤️❤️ @rabi.daily
_.1halyn | 2025-03-14 | 6200원
305hyeon | 2025-03-14 | 6200원 @dlraud305
jgyeongnam | 2025-03-15 | 6200원
m.m.ss77 | 2025-03-16 | @es.l.01 6200원
qlrpdiq | 2025-03-16 | @alfirymu 6,200원😍
alfirymu | 2025-03-16 | @alfirymu 6,200원😍
mellow_mx_ | 2025-03-17 | 6200원
rabi.daily | 2025-03-17 | 6200원 @82929
e.sxxl | 2025-03-17 | 6200원
h_sin_min_tang | 2025-03-18 | 6200원
jayoun.yoo | 2025-03-20 | 6200원
p.manafli | 2025-04-03 | Saçına hangi bakım maskası yapiyorsun lütfen banada söyle 🥺🙏🏻"
2025-03-08,18.3만,맘스터치 핫치즈싸이순살+치밥..ㄷㄷ 이걸 이제야 먹어보다니..😭 20주,"#toctocsia, #톡톡시아, #mukbang, #먹방, #맘스터치, #맘스터치치킨, #핫치즈싸이순살, #핫치즈빅싸이순살","xxv.x.vv | 2025-03-12 | 와개이뻐지심
khalq_bek | 2025-03-08 | 😍
b.arran_ | 2025-03-09 | And stiiiillll skinny...what's your secret?
oi._14 | 2025-06-05 | 🥰💔طلعلي الريل واني صايمه حسبي الله
whoi.sxox.o | 2025-03-10 | ㅈㄴ맛있겟다 ㅆㅂ ㅁㅊ ㅠㅠ
timeyoushh | 2025-04-13 | Nasi sama kulit warnanya samaaa 😭😭🤏
duhwa.jeong | 2025-03-09 | 톡톡시아님 ㅋㅋ 언제이렇게 많이 성장하셧나요 ㅎㅎ
ratri.rs | 2025-03-09 | Sudah besar😍
rebeca._.alves | 2025-03-08 | This looks so good, I can't imagine what it tastes like
riccooo_m | 2025-03-08 | Third comment
thxxranyax.exee | 2025-03-08 | Hii
ddoa_7419 | 2025-03-08 | 1분 전 ㄴㅇㅅ~
nguyenhongnhung.13 | 2025-03-08 | So delicious🤤🤤🤤
esmanur_ercek | 2025-03-08 | Noooo noooo ramazan Kerim 😢😢😢
delviraameliaputri_ | 2025-03-08 | 나는 다시 단식을 하고 있는데, 대신 이것을 보았습니다.😢😂
hera_gulshan | 2025-03-08 | Heloooooo
charmnaries | 2025-03-09 | @pparkjjae_1039 요거양
2bari_ | 2025-03-13 | @hyejin2821004 이거 먹고싶다
user.0708_ | 2025-03-08 | i love mukbang😝
riopa082 | 2025-04-23 | おいしそー
l.j.s0419 | 2025-04-27 | 그래서 몇원임?
gim.gimujun | 2025-03-12 | 치킨무 가 빠졌다😮
hyukjoon12 | 2025-04-24 | 신예서다
thxxranyax.exee | 2025-03-08 | Earlyyy
he_5.17 | 2025-03-09 | @wkddlsghks
nyannkor | 2025-03-09 | 絶対美味しいやつ、、、、🤤
may_sae_2011 | 2025-03-10 | ❤️😍
zz_72882 | 2025-03-10 | 看了好餓
pes151109 | 2025-03-11 | 초등학샘?
0.smj.9 | 2025-03-12 | 저기 저 테이블에 있는 소스좀 닦아줘요
wooklkl | 2025-03-12 | 코봉
in__ing__ | 2025-03-12 | @g1xyzn_ 머리기른가연이?
_22.xn | 2025-03-12 | 팔뚝 무슨일.. ㄷㄷ
ripsun_9822 | 2025-03-12 | 엄
k.mirimi_030 | 2025-03-12 | @hong2_030 먹고싶다
asha1.234566 | 2025-03-12 | Jangan terlalu berisik makan nya
seul__8.30 | 2025-03-12 | @huni7044
gimyeongnan80 | 2025-03-12 | 배고파용ㅠㅠㅠㅎㅎ
_ieo1o | 2025-03-12 | 안매운버전으로도 나왓으면 ㅠㅠ
fckyo._.ug | 2025-03-13 | 분명 초딩이였는데..
lee_gyu14 | 2025-03-13 | 맛있겠다
imcaemin9416 | 2025-03-13 | 맛있겠누
m_iinji | 2025-03-14 | 🔥
ji._.yunp | 2025-03-14 | 그렇게 먹는데도 이쁘고 살이 안찐것같음
ccupcakenie | 2025-03-15 | 맛있어보이고 너 정말 귀여워
kiraxmtndew | 2025-03-19 | how to make plz hi
akilanta | 2025-03-19 | это вы много лет назад записывали видео, где считали до десяти на русском?
unicorn.6963059 | 2025-03-20 | ❤️❤️❤️❤️❤️❤️❤️❤️
alskatjwls | 2025-03-20 | 근데 궁금한데 먹방 s
alskatjwls | 2025-03-20 | 궁금한게 있는데 먹방 asmr하는 사람들운 목에 마이크 넣고 해요?
etoakimova | 2025-03-21 | Why is she so white😐
moonlight.shines.on.me | 2025-03-22 | saw her video right after scrolling your video 😂
lehh.carmesim | 2025-03-22 | Eu ia fazer bullying, mas seria mt maldade
luvssoin | 2025-03-22 | 예전에는 완전 아기 셨는데 지금은 넘 예뿌잔어 ㅜㅜ
safwani.as | 2025-03-24 | Besor dah kau 🔥
love20258jj | 2025-03-24 | 개맛있겠다
tamayonahomy2 | 2025-03-25 | love 😍🥰
sdqzahro | 2025-03-25 | Dibawah nya vidio yg di stich
f_raction | 2025-03-25 | 음...😭옛날의 무쌍의 매력도 사라지고 점점 대중의 기준에맞는 예뻐지려는것같아서...아쉽다...
yueunmyoung | 2025-03-27 | 먹방 볼려고 했는데 얼굴보게 돼네?🙌🙌🙌
jaylyy_ | 2025-03-28 | I literally just scroll past that video before coming to yours
h.xeong_7 | 2025-03-28 | 이거 매움요?
aylarrr_1w | 2025-03-29 | چقدر بزرگ شدی
ma_0_ht | 2025-03-29 | @ma_vialon
sson.da123 | 2025-03-29 | 넘 맛있겠다 ㅠㅠ
ichaaa3116 | 2025-03-30 | Agak mirip kim saeron
elifnaz_gokoglu | 2025-04-01 | Babymonster asa 😂
_santiago_1108 | 2025-04-02 | IT IS LITERALLY THE VIDEO I SAW ABOVE, THE ONE OF THE GIRL WHOSE VIDEO HE COPIED😂
ji_.soo0917 | 2025-04-02 | 언니아이브가을닯았어요
anab_eatriz00943 | 2025-04-03 | 🤤😋
_najwalaili | 2025-04-03 | she is sooo beautiful 😍
hamin_130323 | 2025-04-03 | 예쁘노
suixn.11 | 2025-04-03 | 아 진짜 ㅈㄴ 마싯겟드아..
amenene1171 | 2025-04-04 | ตอแหล
h_oxin0 | 2025-04-05 | 소리 진짜 미친거 아님? 저거 개맛있음 님들 저 소리를 맛으로 표현할정도로;
moonlight1__sunlight1 | 2025-04-06 | Можете сказать что она есть?
0dtiie | 2025-04-08 | You’re so beautiful
qinglin_zz | 2025-04-11 | 像蒙古人
sunwoo_8373_ | 2025-04-15 | 시아 개많이 크셨다;;;;;
skdbswn6814 | 2025-04-19 | 으악!! ㅠㅠ 부러버
h.yxnu1 | 2025-04-24 | 저거 맵기 어느정도에요?
hyuiannn | 2025-05-03 | U look like asa 😭😭so cute
zerossujin | 2025-05-04 | 이분은 그래서 얼마를 버신걸까
hueyniki0719 | 2025-05-05 | 😍😍😍
hael._.1_4 | 2025-05-11 | 아 ㅜㅜㅜ 진찌 맛있겠다 ㅠㅍㅍㅍㅍㅍㅍㅍㅊㅍㅍㅍㅍㅍ
mintiw3tbz | 2025-05-12 | @ar._.mi._
rezya_flower8 | 2025-05-12 | Ого 😮 она так выросла
__dmswn__ | 2025-05-12 | @__tnqls___ @man_ga_j97
meiiiiiiiii79 | 2025-05-14 | かわいいぶんめっちゃたべかたきれい
walboy0527 | 2025-05-19 | 내가 장담하는데 저건 무조건 치밥해야함.. 개맛도리ㅠㅠ
coeeunbyeol55 | 2025-05-20 | 맛있겠당
ohajeong516 | 2025-05-31 | 먹구시다..
5.02636 | 2025-05-31 | 😢
song3206661 | 2025-06-08 | 예쁘다
tanishkajoshis | 2025-06-20 | is this ai too
sa._.12in | 2025-06-23 | 언니 너무 예뻐여
fiola__olaa | 2025-06-24 | 정말 맛있어요, 꼭 먹어보고 싶은데 저는 인도네시아에 있어요😂😂
gwn_minthe | 2025-06-25 | Sybau
milk_ice_aaaa | 2025-06-27 | 언이라
x_danha13 | 2025-06-28 | 안 매워여?"
2025-03-02,8.9만,탄산 샤인머스켓??😱 Fizzy grapes?? 🍇 21주,"#toctocsia, #톡톡시아, #배네타, #먹방, #mukbang, #recipe","marvelebram | 2025-03-02 | Maybe try to poke the grapes so the fizz goes in the grapes?
shutterchic_444 | 2025-03-02 | ❤️
elis_guntari | 2025-03-02 | Ku membersarkan mu dari bayi dengan kuota ku , kamu sudah gadis ... cantik 🥰
sabrina112011 | 2025-03-03 | 😍😍❤️❤️❤️
ha._.hyeon11 | 2025-03-03 | 반으로 갈라서 하면 되쇼
gvnjee460 | 2025-03-03 | 👏👏@
inkedsun | 2025-03-02 | You are supposed to leave them in the fridge for 24h to make it work. Or to cut them in half and put them in the fridge for a few hours
_zwio.134 | 2025-03-03 | 사이다에 넣어놓으면 돼요!!
ijunu8470 | 2025-03-03 | 차가운 상태로 하세요
miya_himari_angel | 2025-03-23 | 陽光青提！！！
saud.acutie34 | 2025-03-02 | Cutie ❤️
marron.chips | 2025-03-04 | 탄산수에 담그면 어때요?
炭酸水に漬けてみたらどう？
_aunxxs | 2025-03-03 | 반으로 자른다음 하면 될것 같아요
0ye_wn | 2025-03-03 | 탄산을 바로 빼지 말고 조금 방치?시켜두면 어느정도 될 것 같아요!
vanellacourelrey | 2025-03-02 | yum
yulbin_1020 | 2025-03-14 | 드라이 아이스에 넣으면 탄산생겨요!!
nguyenhominha | 2025-03-02 | Yum
s_eo1220 | 2025-03-02 | 구멍 을 뚤어 보세요!
ligh_t1010 | 2025-03-03 | 가위로 조금 자르고 하면 되던데;;
laurenluvsgod | 2025-03-03 | You do it wait a few minutes and reapeat
ddttyy383 | 2025-03-03 | 몇살이시저? 제가볼때는 한중2?
love_hodo_amber | 2025-03-02 | 드라이아이스
a.ouy1 | 2025-03-02 | 왜케성숙해짐
yu_.so1 | 2025-03-03 | 오렌지 넣어봐요
s.2_xa | 2025-03-03 | 구멍 몇개 뚫어놓고 해봐용
joyunjae73 | 2025-03-03 | 반으로 쪼개서 먹어보세요!!!!!
yoon._1217 | 2025-03-08 | 드라이아이스로 하면 돼요!
mnm2_040 | 2025-03-08 | 규멍을 내봥7ㅕ
haeun7942 | 2025-03-08 | 반으로 갈리면 되겠는데여
_kr_hangyeom | 2025-03-09 | 잘라서 하시면 됄거같아요!
munkhzul.ae.912112 | 2025-03-11 | Little Asa
real_fc_no.17 | 2025-03-13 | 포도를 젓가락으로 뚤거나 반으로 잘라서 해보세요!
bin8.8 | 2025-04-05 | 잘라서 조금만 넣으는것도 될거같아요
ellasmella.a | 2025-04-07 | u have to keep it in the bottle for a while.
choi_bom0011 | 2025-04-07 | 구멍을 뚫어보세연
gi_m2w | 2025-04-16 | 탄산이 나오는 뾰족한거에 꽂아서 해보세요
gi_m2w | 2025-04-16 | 포도 하나만 꽂아서
coeeunhyeog717 | 2025-05-03 | 이거 탄산기계가 아니라 드라이 아이스 기계에요! 드라이 아이스에 1일 제우면 돼요
or7lyooeun13 | 2025-05-06 | 구멍을 뚤고 해보시면 어떨까요?
yejin1004cute | 2025-05-07 | 아니면 겉에를 살짝 칼로 잘르세여
dgan832 | 2025-05-19 | 🫵🏻🇹🇷 👉🏻. ♥️🇯🇵🇰🇷♥️🫶🏻
fro82209 | 2025-05-26 | 약간 구멍 뚫어서 해놔여
lyj_204 | 2025-06-07 | 물 살짝 넣고 ㄱㄱ
kaliyah8776 | 2025-07-11 | I want to try this pretty cool😍
ttxorukii | 2025-07-16 | ❤️"
2025-02-26,3만,양푼이 대왕 딸기빙수??🍓😱 22주,"#톡톡시아, #toctocsia, #먹방, #mukbang, #먹스타그램, #emojimukbang, #딸기빙수, #디저트","nliop_12 | 2025-02-27 | 이거 누가 다먹어요??
khalq_bek | 2025-02-26 | 😍
white__joan | 2025-02-26 | 진짜 넘 먹고싶다…😍
yoonah48o | 2025-02-27 | 와 진짜 크다 ㅋㅋ 숟가락도 엄청크다
khalq_bek | 2025-02-26 | 😍
se0yx_n.3 | 2025-02-26 | 헐 미쳤다 개 맛잇겟당 24분전!
hanseyeong096 | 2025-02-26 | 와 ..미쳤다 먹고 싶다😍
147____.5 | 2025-02-26 | 와..진짜 딸기 미쳤다아 ㅠㅠ 🥺
rae_alyssandra_santos | 2025-02-26 | ❤️
nx_jnyzt | 2025-02-26 | ..
y.xirzj14 | 2025-03-10 | 맛있겠다.... 나는 엄마가 먹지말라하는데ㅠㅠ
im__milaaa | 2025-02-26 | 🔥
se_ungwoo7 | 2025-02-27 | 누가 다 먹냐;;
jeon_9598 | 2025-03-01 | Me dió diabetes nomás de verlo
hlooorzii | 2025-03-01 | Speaker ny diletak dimana si nyaring bgt😭
its.xing99 | 2025-02-26 | yummy 🤌🏻😋
fleurlyiefl | 2025-02-26 | two
lea.l.b | 2025-02-26 | Omg so satisfying
sieun._.0530 | 2025-02-26 | 시아언니 몇살인가요?
im__milaaa | 2025-02-26 | ❤️
im__milaaa | 2025-02-26 | 🙌
rwny6301 | 2025-02-27 | 🙌🙌🙌
broke_2003 | 2025-02-28 | MY TEETH !!!
ur7sevda | 2025-03-01 | Where is jungwon??
sabrina112011 | 2025-03-03 | ❤️❤️❤️
soheekim1007 | 2025-03-06 | 마이크가 어디 있는 거에요..?
sunwoo13927 | 2025-03-07 | 근데 저걸 혼자서 다?
sh.j103 | 2025-03-08 | 유튜브에 보면 가족이랑 다같이 나눠 먹었다고 했습니당….
nail_fatemehkdori | 2025-03-10 | به به
its.crazyy_safaa | 2025-03-10 | Can u make homemade ramen / noodles?
mindao1216 | 2025-03-12 | 너무 이쁘다
katrielycostac | 2025-03-14 | ❤️❤️❤️❤️❤️
thee.rovir | 2025-03-15 | BINSUUUUUUUU 🤤
seoheoyeo | 2025-03-15 | ❤️
setayeshbabaie2007 | 2025-03-16 | So what do you do with extra?🙄
jjin5620 | 2025-03-17 | 아니 시아님 너무 미싯게 머거서 배고프잖아여
kathy._.kwan | 2025-03-18 | How are you going to eat it all of that ice cream, there is so much, let me eat some!
jx_ah2 | 2025-03-27 | 언니 이거 남은거 어껗게 했오?
ruxuannn | 2025-04-05 | 부자들은 다 이렇게 딸기를 먹는 걸까요?
happy_soyang15 | 2025-04-10 | 담에 수박도 해주세요!!!!
fatyienmyra | 2025-04-18 | 😍 @fiaamani
emma150706 | 2025-06-05 | 부러워😍
0930.audrey | 2025-07-10 | 너는 내가 너에게 말한 것을 낭비하지 않는 것이 좋겠다. 너는 다 먹을 수 있다. 그렇지 않으면 여기서 트래픽을 얻는 것이 무슨 의미가 있느냐
amin814812 | 2025-07-24 | 음식 남비하지마세요 지구반대편은 그걸 먹고싶어도 못먹는데 음식남비는 좀……..
_asanova_x | 2025-07-30 | 너 엄청 못 먹어, 아쉬쉬 소리 너무 짜증나"
2025-02-22,3.6만,여러분들이 젤 좋아하는 맛은?? 구슬아이스크림 이모지 먹방😭 22주,"#toctocsia, #톡톡시아, #mukbang, #먹방, #구슬아이스크림, #먹스타그램, #emojimukbang, #이모지먹방","yinai945 | 2025-03-13 | 나 이거 아이스크림 진짜좋아 하지만 나 대만에서 살아 있어😢🔥❤️
khg72920 | 2025-03-07 | 저도 초코맛을제일좋아해요ㅕㅕ
boring.1314 | 2025-02-22 | ❤️🔥🔥❤️❤️❤️❤️
coco_osksk | 2025-02-24 | 저도 초코맛! ❤️
khalq_bek | 2025-02-22 | 😍
zxop.13 | 2025-02-23 | ❤️
wisteria_flower_11 | 2025-02-23 | この子が幼い時から見てるけどいつも美味しそうに食べる🤤🩷
xqlah__ | 2025-02-22 | ❤️❤️❤️❤️❤️
young_e21 | 2025-02-22 | 언니 너무 입퍼요❤️
seventwicenhypen | 2025-02-22 | 😋😋
soeland.xi | 2025-02-23 | 저는 무지개맛
7728teakook | 2025-02-22 | ❤️❤️❤️
wisteria_flower_11 | 2025-02-23 | 可愛い🩷
lidaomeizao8 | 2025-02-22 | 美味しそうに食べてるね。いいなぁ。
yeoseum1 | 2025-02-23 | 🔥🔥🔥🔥
my_heart_forever77 | 2025-02-23 | 과일 맛
bekomothi1 | 2025-02-22 | 美味しいよね　札幌で似たやつ一回食べたことある
lqee18954 | 2025-02-23 | 🤤🤤🤤
ur_____dija | 2025-02-24 | @ichrakhafyane
s7.yeon | 2025-02-24 | 먹는 소리 좋댜..😋
bujkee_ | 2025-02-27 | ❤️
gimjian976 | 2025-02-28 | 저는 초코,오레오 사랑녀❤️❤️❤️
wuxuan678 | 2025-02-28 | 不错不错 看着就好吃
sabrina112011 | 2025-03-03 | ❤️❤️❤️
sabrina112011 | 2025-03-03 | 😍😍😍😍
blooopykid | 2025-03-07 | ❤️❤️❤️❤️❤️
mi_calzon_2005 | 2025-03-08 | Poke come así la wacha
hbm.alshafai | 2025-03-08 | 😋😋🤤🤤❤️👏
ihaein627 | 2025-03-09 | 저는 바나나스플릿맛❤️
allabt.meme | 2025-03-10 | Banana split is the bestt
raon._.0305 | 2025-03-16 | 저는 솜사탕이여
gimsongyeon34 | 2025-03-18 | 몇살 이세요?
yulim225 | 2025-03-19 | 나도주새여
yulim225 | 2025-03-19 | 오래오맛
cali_dally6 | 2025-03-24 | 너의 영상은 정말 대단
emo_stray_kiss | 2025-04-04 | These so expensive in Hk 30@1😢
septaanggraini9 | 2025-04-06 | 👏
yonne543 | 2025-04-17 | 레인보우!!🌈❤️❤️❤️🙌
kcz_140 | 2025-04-25 | 다 맛있음
jo_yuris_left_toe | 2025-05-13 | 나는 당신의 콘텐츠를 좋아한다
sinseoyul123 | 2025-05-30 | ❤️❤️❤️❤️❤️❤️너이뻐❤️❤️❤️❤️❤️❤️❤️
yuso_on | 2025-06-04 | 我也想吃
vania_deandra20 | 2025-06-12 | Sok imut
yenwu825 | 2025-07-14 | 我吃過
sa._.12in | 2025-07-15 | 저거 초딩때 학교에서 나오면 엄청 좋았는데 ㅠ 처음 학교에 저거 나왔을때 너무 좋아서 엄마가 여러맛으로 한 박스?시켰었는데
yumippe155 | 2025-07-27 | 日本にはない味があるね！"
2025-02-17,3.4만,이 영상을 밤에 보지 마시오..🤫 23주,"#toctocsia, #톡톡시아, #먹방, #mukbang, #먹스타그램, #비비큐, #BBQ, #자메이카통다리구이, #asmr","jiyox._.xn | 2025-02-17 | 톡톡시아님 진짜 너무 맛있게 드셔서 저 오늘 야식 치킨이요~~~~
se0yx_n.3 | 2025-02-17 | 너무 늦게 와써🥺 내 최애 음식이잖나😆 미쳤다 내일 먹어야겠다😽
yiqing_1001 | 2025-02-17 | Yum
ggocnyangi80 | 2025-03-03 | 와우 팬이 될것 같네요!!!!!!!!!! 팬이에요!!!!
parasite.photography | 2025-02-17 | 🤤🤤🤤 omg!!!
sinmincheol54 | 2025-03-02 | 밤에 봐버렸어ㅠㅠ2시23
zioziyaalmira | 2025-03-02 | Kenapa lewat nya pas puasa
erixns_ | 2025-02-19 | 밤에 봤어요..ㅠㅠㅠㅠㅠㅠㅠ
yujin_0115 | 2025-03-02 | 몇살이에요?
soxn9y | 2025-02-27 | 저도 주세요
chill_guy_man_gg | 2025-02-21 | 지금11신데😢
gimgimgweonsig | 2025-02-17 | 톡톡시아님이 고정함 써주세요
olzlyy | 2025-02-17 | 시아님 완전 어릴 때부터 봤는데 언제 이렇게 훌쩍 컸대요~? 이쁘게 잘 자라서 랜선이모는 굉장히 뿌듯합니다😊😊
xqlah__ | 2025-02-17 | 😍😍😍😍😍
_kristisha.sm | 2025-02-17 | Eat latiao
rai.el.an | 2025-02-17 | Смотрю и так и хочется хлебом закусить😂
heabinkwon13 | 2025-02-19 | 망했어 밤에 보고 말았어 ㅜㅜ
youdnfo | 2025-02-19 | ㅎ ㅏ
h.x1ul_ | 2025-02-20 | 겁나 이쁘다
pes151109 | 2025-02-27 | 혹시총등학생이에요?
_o3yue | 2025-02-28 | 누나 이뻐요
lushuoen | 2025-03-01 | 😍😍😍
sinwoo_1004 | 2025-03-02 | 12시2분에반데
sabrina112011 | 2025-03-03 | ❤️❤️
z_0215jae | 2025-03-03 | 맛있겠다
soheekim1007 | 2025-03-06 | 매워요?
x0zx1_ | 2025-03-07 | 
sara_aglan2012 | 2025-03-08 | 맛있다 맛있다
s7.yeon | 2025-03-14 | 먹는소리 진짜 뭔데...이렇게 좋아도 돼는거냐고요오옹오 😍😍😍😍😍
na.in0909 | 2025-04-26 | 언니 너무 귀여워요!!ㅠㅠ
jo_yuris_left_toe | 2025-05-13 | 너무 맛있어 보여요 ㅋㅋ 💯
Thdxoals1 | 2025-05-21 | 유튜브에서 보다 인스타에서 또보는..
gangyunseo425 | 2025-05-25 | 어머 할때 개 웃기다ㅜ
iyaangangang | 2025-05-26 | 주방 벽을 라듐으로 만드셨나요
hs_184_ | 2025-05-27 | 설마.. 바다 포도 먹던... 에이~ 아니겠지 ㅎㅎㅎ
moa.my.favorite_txt | 2025-05-27 | 오늘 먹었는데 또 먹고 싶네요..
j1h._.un | 2025-05-28 | 나 저녁인데 너무 베고파😢😢
gimyebin674 | 2025-06-05 | 12:16분 망했다
nuske.00 | 2025-06-14 | 현재시각 1시5분 아직늦지않았다
nasanbatenerel | 2025-06-15 | 🔥
fiola__olaa | 2025-06-24 | 음 내가 제일 좋아하는 치킨 😮😮
oec090803 | 2025-06-25 | 지금 보고있는 고1
yx.jux20 | 2025-06-28 | 검나 맛있겠다
jeonjunseo560 | 2025-06-28 | 11시반인ㄷ
gimmindi10 | 2025-06-29 | 어릴때 이거보다가 시끄럽다고 혼 났는데
sxneon_ | 2025-06-30 | 마시겠다
p._.mh0714 | 2025-07-04 | 하….
moon._.jh12 | 2025-07-17 | 오
seohyeon5606 | 2025-07-28 | 그니까…당신이? 저랑 동갑……!!!
chaeyuni__7 | 2025-07-30 | 입좀 닦고 먹어라
qlll_rpdla | 2025-08-01 | @wiiishhi"
2025-02-12,3만,불닭마요 연어국수 라구요??😭 24주,"#toctocsia, #톡톡시아, #먹방, #mukbang, #생연어, #연어국수, #불닭소스, #먹스타그램","ykxko.020 | 2025-02-12 | 당신은 실수로 그것을 날려버릴 때 너무 귀여워요.
shutterchic_444 | 2025-02-12 | ❤️
h_m.x10 | 2025-02-12 | 으아 불닭 연어 국수..진짜 넘 맛있겠어요..🤤저 연어 완전 좋아하는뎁..저도 해먹어 봐야 겠어요..츄릅❤️
xqlah__ | 2025-02-12 | 저는 명란젓을 곁들여 먹는 걸 좋아하는데 정말 맛있어 보이네요.
alba_gnv | 2025-02-21 | 더울 때 바람을 부는 습관 😅😭😭
akari_21858 | 2025-02-12 | 😍😍😍😍
jjeoyunjjeoyun | 2025-03-07 | 너무 맛있게따🤤🤤
love_ha_nul.0507 | 2025-02-13 | 연어구입어디서하셨나요?
tteokjinie_ | 2025-02-12 | the crunch is sooo satisfying to hear!!😫🤍
rayiana280714 | 2025-04-06 | 😂
kayynachchaabuymaa | 2025-04-03 | 🤤🤤🤤
salusha_dsp | 2025-04-14 | 😂
alisagojai | 2025-03-09 | จังหวัดสิงห์บุรี
imp.trio_ | 2025-03-17 | @__30tn 이거 맛엤을까?
sarinnamvan | 2025-03-13 | 🤭🤭🤭
yulim225 | 2025-03-19 | 불닭이면못참지
yena4867 | 2025-02-13 | 로제떡뽂기같당
lemon_cheese_cake_ | 2025-02-21 | 이뻐라❤️❤️너무 이쁘게 잘 컸네요😍
dy_on12 | 2025-03-30 | 습관이 무서운 이유
ryunahyeon3 | 2025-02-21 | 어… 전 연어 싫어해요ㅋㅋㅋㅋㅋ
ateenhanana | 2025-02-13 | That’s not hot😂but the sounds will give me so hungry now🤣😋
annajenkins50909 | 2025-02-22 | .
favoritffzz | 2025-02-12 | indonesia sendiri
lubna.qn | 2025-03-20 | Is ramadan time im puasa😭
hyo_miniverse | 2025-03-29 | 입김 부는거 한국인들의 국룰ㅋ"
2025-02-05,6382,(광고) 역대급 꾸덕함ㅠ 파베크림 잔뜩 넣어 만든 라라스윗 대박 신상!! 25주,"#라라스윗저당크림콘, #라라스윗크림콘, #라라스윗, #아이스크림, #편의점신상, #먹방, #mukbang","1in_amillion27 | 2025-02-06 | عوافييي❤️❤️
sorrriyy | 2025-02-05 | 완전 맛나겠다...
se0yx_n.3 | 2025-02-05 | 헐 2분전!! 미쳤다 바로 사러 가야지❗😆
khalq_bek | 2025-02-05 | 😍
ft.shrey_13 | 2025-02-05 | ❤️🤤🤤
h_m.x10 | 2025-02-05 | 보기만 해도 진짜 꾸덕꾸덕 맛있겠어요❤️
j_jy.y | 2025-02-06 | 와진짜맛있겠네요
xqlah__ | 2025-02-05 | 😍😍😍😍
yousupring_ | 2025-02-05 | 👏
qldqld_rf | 2025-02-05 | 파베크림 처음 들어보는데.. 맛있겠다
ms.u_gyo_girl | 2025-02-06 | 쥑이네요
15.cvrrillo_crumt | 2025-03-31 | 얼마나 맛있길 바라는지!!
evenso5ri | 2025-02-05 | 와 나 콘 진짜 좋아하는데……😢😢😢😢
s.ha_113 | 2025-02-05 | 미텼다!
lee_bo_mang | 2025-02-06 | @jungteak6711 저당콘 미쳤나
wuxuan678 | 2025-02-06 | 很好吃感觉到😍😍😍😍😍 我不知道toctocsia讨不讨厌中国人
quuuuartz | 2025-02-05 | 파베크림 ??? 댕맛있겠다
bower_place_ | 2025-02-06 | 비주얼 미쳤다
jyuni.p | 2025-02-05 | 딸기조합 맛없없...
meunier.alyssa | 2025-02-07 | 🫠🫠🤤🤤😍😍
hana970812 | 2025-02-05 | 헉쓰 콘도 저당으로 나오다니 ㄷㄷㄷㄷ3
wuxuan678 | 2025-02-06 | 有人盗取你的视频并且发在中国抖音里
neoid11 | 2025-02-08 | 안 추워요?
toctocsia | 2025-02-05 | 제품은 CU,GS25,라라스윗 자사몰에서
구매하실 수 있습니다!"
